Thời gian,Mã Đơn Hàng,Mã Chi Nhánh,Mã Nhân Viên,Mã Sản Phẩm,Mã Khách Hàng,Số Lượng,Doanh Thu,Lợi Nhuận,Tổng Giá Vốn
2022-02-07,ĐH7587802,TS HN,NV170,P-491,KH-0559,7,1197840000,399280000,798560000
2022-02-07,ĐH5509285,TS HN,NV144,P-152,KH-0018,5,1250475000,416825000,833650000
2022-02-07,ĐH7538768,CN HCM,NV223,P-317,KH-0142,5,8325000,2775000,5550000
2022-02-07,ĐH9809926,CN HCM,NV074,P-252,KH-0383,7,1680000,560000,1120000
2022-02-07,ĐH1353325,CN DN,NV113,P-680,KH-0606,4,34440000,11480000,22960000
2022-02-07,ĐH4940937,CN HCM,NV054,P-120,KH-0188,5,35730000,11910000,23820000
2022-02-07,ĐH1365967,CN HCM,NV095,P-766,KH-0406,9,7290000,2430000,4860000
2022-02-07,ĐH7701406,TS HN,NV178,P-452,KH-0755,7,17745000,5915000,11830000
2022-02-07,ĐH2964410,CN DN,NV033,P-523,KH-0008,5,5175000,1725000,3450000
2022-02-07,ĐH3057888,CN HCM,NV020,P-436,KH-0285,8,36960000,12320000,24640000
2022-02-07,ĐH4189345,CN DN,NV044,P-006,KH-0090,5,34350000,11450000,22900000
2022-02-07,ĐH8115213,TS HN,NV148,P-322,KH-0128,8,49680000,16560000,33120000
2022-02-07,ĐH4123959,CN HCM,NV198,P-575,KH-0285,6,162900000,54300000,108600000
2022-02-07,ĐH5424771,TS HN,NV024,P-009,KH-0423,7,103950000,34650000,69300000
2022-02-07,ĐH7338944,CN DN,NV180,P-251,KH-0210,6,179460000,59820000,119640000
2022-02-07,ĐH1391411,CN HCM,NV171,P-419,KH-0693,6,75600000,25200000,50400000
2022-02-07,ĐH8437529,CN DN,NV015,P-311,KH-0343,6,3690000,1230000,2460000
2022-02-07,ĐH9806880,TS HN,NV063,P-765,KH-0564,6,2070000,690000,1380000
2022-02-07,ĐH3406690,CN HCM,NV227,P-780,KH-0099,5,302850000,100950000,201900000
2022-02-07,ĐH1878195,TS HN,NV096,P-524,KH-0258,6,8010000,2670000,5340000
2022-02-07,ĐH8766657,TS HN,NV232,P-373,KH-0661,6,254700000,84900000,169800000
2022-02-07,ĐH1142968,TS HN,NV060,P-594,KH-0115,6,3240000,1080000,2160000
2022-02-07,ĐH1719133,TS HN,NV029,P-033,KH-0761,10,166500000,55500000,111000000
2022-02-07,ĐH3118247,TS HN,NV159,P-144,KH-0066,9,113265000,37755000,75510000
2022-02-07,ĐH1284697,CN HCM,NV193,P-127,KH-0738,9,90585000,30195000,60390000
2022-02-08,ĐH3998397,TS HN,NV028,P-030,KH-0275,6,83070000,27690000,55380000
2022-02-08,ĐH8731889,CN DN,NV138,P-166,KH-0687,7,101745000,33915000,67830000
2022-02-08,ĐH9472124,TS HN,NV028,P-301,KH-0506,8,144720000,48240000,96480000
2022-02-08,ĐH4479833,TS HN,NV049,P-526,KH-0194,7,90825000,30275000,60550000
2022-02-08,ĐH8064217,TS HN,NV110,P-447,KH-0515,7,129150000,43050000,86100000
2022-02-08,ĐH1756604,TS HN,NV067,P-281,KH-0341,8,196320000,65440000,130880000
2022-02-08,ĐH6894601,CN HCM,NV003,P-481,KH-0611,7,62685000,20895000,41790000
2022-02-08,ĐH4969747,CN HCM,NV046,P-705,KH-0636,7,65100000,21700000,43400000
2022-02-08,ĐH8505090,CN DN,NV068,P-322,KH-0715,7,43470000,14490000,28980000
2022-02-08,ĐH1890664,TS HN,NV072,P-186,KH-0044,5,22200000,7400000,14800000
2022-02-08,ĐH6977217,TS HN,NV117,P-621,KH-0742,7,4830000,1610000,3220000
2022-02-08,ĐH5545723,CN DN,NV246,P-607,KH-0409,7,28035000,9345000,18690000
2022-02-08,ĐH2205099,CN DN,NV160,P-241,KH-0599,7,1251600000,417200000,834400000
2022-02-08,ĐH1348255,CN DN,NV022,P-130,KH-0231,6,68670000,22890000,45780000
2022-02-08,ĐH8755847,CN DN,NV078,P-123,KH-0709,6,56970000,18990000,37980000
2022-02-08,ĐH1388697,TS HN,NV188,P-293,KH-0286,7,735000,245000,490000
2022-02-08,ĐH6878802,TS HN,NV107,P-043,KH-0608,9,161325000,53775000,107550000
2022-02-08,ĐH9041296,TS HN,NV215,P-222,KH-0581,7,491715000,163905000,327810000
2022-02-08,ĐH5066674,CN HCM,NV104,P-668,KH-0642,6,13050000,4350000,8700000
2022-02-08,ĐH2895874,CN HCM,NV116,P-684,KH-0046,6,2250000,750000,1500000
2022-02-08,ĐH3154334,TS HN,NV051,P-303,KH-0369,8,616320000,205440000,410880000
2022-02-08,ĐH3115432,TS HN,NV207,P-028,KH-0150,10,30900000,10300000,20600000
2022-02-08,ĐH8964089,TS HN,NV080,P-632,KH-0746,4,51030000,17010000,34020000
2022-02-08,ĐH1604275,CN DN,NV154,P-238,KH-0752,7,1050000,350000,700000
2022-02-08,ĐH3319586,CN HCM,NV194,P-618,KH-0470,7,112035000,37345000,74690000
2022-02-08,ĐH3998397,TS HN,NV028,P-048,KH-0275,6,83070000,27690000,55380000
2022-02-08,ĐH1395969,CN HCM,NV109,P-433,KH-0119,7,212415000,70805000,141610000
2022-02-08,ĐH9785344,CN HCM,NV088,P-266,KH-0359,7,11025000,3675000,7350000
2022-02-08,ĐH8494670,CN DN,NV183,P-300,KH-0537,7,9555000,3185000,6370000
2022-02-08,ĐH1473891,CN HCM,NV103,P-018,KH-0187,6,17640000,5880000,11760000
2022-02-08,ĐH4433417,CN HCM,NV120,P-600,KH-0487,10,30450000,10150000,20300000
2022-02-08,ĐH3554734,TS HN,NV093,P-263,KH-0491,6,100800000,33600000,67200000
2022-02-09,ĐH7853884,CN DN,NV179,P-131,KH-0703,7,50190000,16730000,33460000
2022-02-09,ĐH7579776,CN DN,NV137,P-577,KH-0341,7,65415000,21805000,43610000
2022-02-09,ĐH7255153,CN HCM,NV108,P-716,KH-0536,7,5880000,1960000,3920000
2022-02-09,ĐH2756446,TS HN,NV001,P-258,KH-0350,5,10725000,3575000,7150000
2022-02-09,ĐH9107406,CN DN,NV224,P-280,KH-0452,6,31230000,10410000,20820000
2022-02-09,ĐH8706257,CN HCM,NV071,P-343,KH-0344,7,33285000,11095000,22190000
2022-02-09,ĐH4407854,TS HN,NV156,P-703,KH-0127,5,5100000,1700000,3400000
2022-02-09,ĐH3497693,CN HCM,NV211,P-236,KH-0675,6,13500000,4500000,9000000
2022-02-09,ĐH4159610,TS HN,NV002,P-478,KH-0581,8,93720000,31240000,62480000
2022-02-09,ĐH9348437,CN DN,NV116,P-433,KH-0294,10,303450000,101150000,202300000
2022-02-09,ĐH4337010,TS HN,NV190,P-738,KH-0528,8,94440000,31480000,62960000
2022-02-09,ĐH5656110,TS HN,NV205,P-508,KH-0460,6,7290000,2430000,4860000
2022-02-09,ĐH2164555,CN DN,NV120,P-562,KH-0302,7,5145000,1715000,3430000
2022-02-09,ĐH4524849,CN DN,NV087,P-540,KH-0580,7,30030000,10010000,20020000
2022-02-09,ĐH1249379,TS HN,NV025,P-432,KH-0070,7,135450000,45150000,90300000
2022-02-09,ĐH6936892,CN HCM,NV105,P-288,KH-0499,6,27360000,9120000,18240000
2022-02-09,ĐH4713950,CN HCM,NV225,P-685,KH-0727,2,40950000,13650000,27300000
2022-02-09,ĐH9559895,CN HCM,NV131,P-529,KH-0584,7,18375000,6125000,12250000
2022-02-09,ĐH9325807,CN HCM,NV038,P-729,KH-0421,7,69195000,23065000,46130000
2022-02-09,ĐH2730171,CN HCM,NV028,P-213,KH-0427,10,199950000,66650000,133300000
2022-02-09,ĐH6125085,TS HN,NV206,P-128,KH-0613,7,27195000,9065000,18130000
2022-02-09,ĐH1272560,CN DN,NV063,P-512,KH-0108,7,630000,210000,420000
2022-02-10,ĐH4231836,CN HCM,NV144,P-498,KH-0210,6,3780000,1260000,2520000
2022-02-10,ĐH5591308,CN HCM,NV004,P-106,KH-0091,6,162180000,54060000,108120000
2022-02-10,ĐH8009934,TS HN,NV135,P-598,KH-0358,7,4725000,1575000,3150000
2022-02-10,ĐH7294169,TS HN,NV037,P-488,KH-0707,5,1069425000,356475000,712950000
2022-02-10,ĐH5248596,TS HN,NV168,P-628,KH-0390,6,1530000,510000,1020000
2022-02-10,ĐH3288008,TS HN,NV213,P-678,KH-0019,6,1710000,570000,1140000
2022-02-10,ĐH9939010,CN DN,NV157,P-170,KH-0073,7,34440000,11480000,22960000
2022-02-10,ĐH9347976,TS HN,NV091,P-649,KH-0243,10,4350000,1450000,2900000
2022-02-10,ĐH6860071,CN DN,NV092,P-041,KH-0633,7,31080000,10360000,20720000
2022-02-10,ĐH3685423,CN HCM,NV095,P-286,KH-0255,8,1560000,520000,1040000
2022-02-10,ĐH7964620,CN HCM,NV086,P-283,KH-0276,5,593850000,197950000,395900000
2022-02-10,ĐH8364927,TS HN,NV013,P-307,KH-0452,10,272100000,90700000,181400000
2022-02-10,ĐH2577503,CN DN,NV008,P-109,KH-0420,10,122400000,40800000,81600000
2022-02-10,ĐH4083805,TS HN,NV173,P-659,KH-0523,6,1796670000,598890000,1197780000
2022-02-10,ĐH3352313,CN DN,NV240,P-712,KH-0514,7,7665000,2555000,5110000
2022-02-10,ĐH9768390,TS HN,NV161,P-396,KH-0189,6,7290000,2430000,4860000
2022-02-10,ĐH9437218,CN DN,NV090,P-263,KH-0497,7,117600000,39200000,78400000
2022-02-10,ĐH5340701,TS HN,NV091,P-476,KH-0551,5,4275000,1425000,2850000
2022-02-10,ĐH1432672,TS HN,NV148,P-706,KH-0367,7,52080000,17360000,34720000
2022-02-10,ĐH1294867,TS HN,NV119,P-639,KH-0412,5,28125000,9375000,18750000
2022-02-10,ĐH8554590,CN DN,NV004,P-274,KH-0380,7,108780000,36260000,72520000
2022-02-10,ĐH5535485,TS HN,NV162,P-007,KH-0173,4,43740000,14580000,29160000
2022-02-10,ĐH5535485,TS HN,NV162,P-632,KH-0173,4,43740000,14580000,29160000
2022-02-10,ĐH8554590,CN DN,NV004,P-384,KH-0380,7,108780000,36260000,72520000
2022-02-10,ĐH3929120,CN DN,NV075,P-113,KH-0338,10,673800000,224600000,449200000
2022-02-10,ĐH5234907,TS HN,NV076,P-289,KH-0711,6,8100000,2700000,5400000
2022-02-10,ĐH9360316,CN DN,NV005,P-142,KH-0480,7,94815000,31605000,63210000
2022-02-10,ĐH1053094,CN HCM,NV102,P-292,KH-0009,7,11130000,3710000,7420000
2022-02-10,ĐH9707159,CN DN,NV159,P-193,KH-0166,6,85320000,28440000,56880000
2022-02-10,ĐH2737725,TS HN,NV047,P-050,KH-0524,5,5925000,1975000,3950000
2022-02-11,ĐH5443378,TS HN,NV224,P-443,KH-0493,7,4515000,1505000,3010000
2022-02-11,ĐH2669160,TS HN,NV114,P-133,KH-0773,6,17190000,5730000,11460000
2022-02-11,ĐH2112728,CN DN,NV182,P-677,KH-0319,7,3885000,1295000,2590000
2022-02-11,ĐH6391531,CN HCM,NV033,P-740,KH-0567,7,601440000,200480000,400960000
2022-02-11,ĐH8499065,CN DN,NV140,P-362,KH-0400,6,29610000,9870000,19740000
2022-02-11,ĐH6289507,CN DN,NV121,P-382,KH-0233,7,74445000,24815000,49630000
2022-02-11,ĐH7219671,TS HN,NV101,P-399,KH-0456,6,6660000,2220000,4440000
2022-02-11,ĐH7966895,CN HCM,NV040,P-372,KH-0541,6,364320000,121440000,242880000
2022-02-11,ĐH4823099,CN HCM,NV061,P-589,KH-0387,7,9450000,3150000,6300000
2022-02-11,ĐH2982835,TS HN,NV167,P-121,KH-0532,6,23670000,7890000,15780000
2022-02-11,ĐH6533952,CN HCM,NV186,P-571,KH-0166,6,121500000,40500000,81000000
2022-02-11,ĐH2590642,TS HN,NV081,P-786,KH-0438,10,217500000,72500000,145000000
2022-02-11,ĐH2875486,CN HCM,NV222,P-337,KH-0118,5,10500000,3500000,7000000
2022-02-11,ĐH9954429,TS HN,NV099,P-354,KH-0607,7,8400000,2800000,5600000
2022-02-11,ĐH9084844,CN DN,NV185,P-199,KH-0728,9,4590000,1530000,3060000
2022-02-11,ĐH5718195,TS HN,NV192,P-731,KH-0657,7,29085000,9695000,19390000
2022-02-11,ĐH4208908,TS HN,NV069,P-649,KH-0478,6,2610000,870000,1740000
2022-02-11,ĐH3450119,TS HN,NV019,P-633,KH-0157,7,2625000,875000,1750000
2022-02-11,ĐH4148218,CN DN,NV021,P-466,KH-0105,9,71820000,23940000,47880000
2022-02-11,ĐH5142286,TS HN,NV028,P-011,KH-0361,5,79425000,26475000,52950000
2022-02-11,ĐH1218890,CN HCM,NV017,P-699,KH-0466,6,86670000,28890000,57780000
2022-02-11,ĐH6210971,CN HCM,NV046,P-220,KH-0069,10,1608750000,536250000,1072500000
2022-02-11,ĐH1845326,CN HCM,NV104,P-237,KH-0215,9,1755000,585000,1170000
2022-02-11,ĐH7460659,TS HN,NV139,P-713,KH-0621,5,1200000,400000,800000
2022-02-11,ĐH8049137,TS HN,NV082,P-771,KH-0182,7,840000,280000,560000
2022-02-11,ĐH7719095,TS HN,NV109,P-577,KH-0564,6,56070000,18690000,37380000
2022-02-11,ĐH5045705,TS HN,NV175,P-544,KH-0435,7,131460000,43820000,87640000
2022-02-11,ĐH3020550,CN HCM,NV249,P-733,KH-0272,7,108780000,36260000,72520000
2022-02-11,ĐH3020550,CN HCM,NV249,P-384,KH-0272,7,108780000,36260000,72520000
2022-02-11,ĐH3020550,CN HCM,NV249,P-274,KH-0272,7,108780000,36260000,72520000
2022-02-11,ĐH2039565,TS HN,NV086,P-430,KH-0624,6,47610000,15870000,31740000
2022-02-12,ĐH3471184,TS HN,NV121,P-363,KH-0464,8,373320000,124440000,248880000
2022-02-12,ĐH8007543,CN HCM,NV181,P-470,KH-0477,7,238875000,79625000,159250000
2022-02-12,ĐH4775835,TS HN,NV213,P-615,KH-0642,5,20475000,6825000,13650000
2022-02-12,ĐH3836534,TS HN,NV192,P-565,KH-0472,6,1973970000,657990000,1315980000
2022-02-12,ĐH3836534,TS HN,NV192,P-218,KH-0472,6,1973970000,657990000,1315980000
2022-02-12,ĐH5747714,TS HN,NV170,P-084,KH-0463,9,314145000,104715000,209430000
2022-02-12,ĐH9664033,CN HCM,NV158,P-401,KH-0586,10,2850000,950000,1900000
2022-02-12,ĐH5568408,CN HCM,NV223,P-764,KH-0756,7,13125000,4375000,8750000
2022-02-12,ĐH4914792,CN DN,NV137,P-755,KH-0433,6,3690000,1230000,2460000
2022-02-12,ĐH1839939,CN HCM,NV183,P-436,KH-0026,7,32340000,10780000,21560000
2022-02-12,ĐH7518062,TS HN,NV093,P-020,KH-0641,7,14595000,4865000,9730000
2022-02-12,ĐH7623538,TS HN,NV188,P-482,KH-0293,7,61845000,20615000,41230000
2022-02-12,ĐH2191025,CN HCM,NV166,P-676,KH-0467,8,3240000,1080000,2160000
2022-02-12,ĐH7956647,TS HN,NV069,P-421,KH-0590,8,58200000,19400000,38800000
2022-02-12,ĐH2952957,CN DN,NV224,P-477,KH-0422,10,357150000,119050000,238100000
2022-02-12,ĐH8598565,CN HCM,NV085,P-368,KH-0096,7,50400000,16800000,33600000
2022-02-12,ĐH9787960,CN DN,NV024,P-097,KH-0475,8,27840000,9280000,18560000
2022-02-12,ĐH5577206,CN DN,NV193,P-279,KH-0732,9,320220000,106740000,213480000
2022-02-12,ĐH1488002,CN HCM,NV237,P-350,KH-0586,6,114030000,38010000,76020000
2022-02-12,ĐH1495461,CN DN,NV161,P-044,KH-0755,5,20850000,6950000,13900000
2022-02-12,ĐH3126631,TS HN,NV127,P-260,KH-0567,8,6000000,2000000,4000000
2022-02-12,ĐH9674391,CN HCM,NV193,P-114,KH-0140,7,14910000,4970000,9940000
2022-02-12,ĐH4591265,TS HN,NV156,P-767,KH-0255,7,5775000,1925000,3850000
2022-02-12,ĐH3466417,TS HN,NV085,P-485,KH-0183,6,22950000,7650000,15300000
2022-02-12,ĐH3324865,CN HCM,NV209,P-297,KH-0167,6,332640000,110880000,221760000
2022-02-12,ĐH3392367,CN HCM,NV078,P-039,KH-0566,6,55710000,18570000,37140000
2022-02-13,ĐH2902800,CN HCM,NV190,P-577,KH-0745,9,84105000,28035000,56070000
2022-02-13,ĐH3190494,TS HN,NV127,P-523,KH-0740,8,8280000,2760000,5520000
2022-02-13,ĐH4974452,CN DN,NV110,P-047,KH-0595,9,114345000,38115000,76230000
2022-02-13,ĐH1114088,TS HN,NV087,P-327,KH-0468,7,12600000,4200000,8400000
2022-02-13,ĐH6715430,TS HN,NV030,P-005,KH-0176,7,38850000,12950000,25900000
2022-02-13,ĐH2862710,CN HCM,NV205,P-371,KH-0351,6,31320000,10440000,20880000
2022-02-13,ĐH6428533,CN HCM,NV209,P-205,KH-0059,7,138600000,46200000,92400000
2022-02-13,ĐH9106507,CN HCM,NV145,P-753,KH-0147,5,2250000,750000,1500000
2022-02-13,ĐH8067613,TS HN,NV043,P-372,KH-0508,7,425040000,141680000,283360000
2022-02-13,ĐH5318787,TS HN,NV191,P-075,KH-0618,10,7950000,2650000,5300000
2022-02-13,ĐH5592181,CN HCM,NV101,P-032,KH-0446,5,42900000,14300000,28600000
2022-02-13,ĐH8690168,CN HCM,NV120,P-642,KH-0259,7,2940000,980000,1960000
2022-02-13,ĐH6172881,CN HCM,NV002,P-121,KH-0247,9,35505000,11835000,23670000
2022-02-13,ĐH1936784,CN HCM,NV171,P-268,KH-0449,6,145620000,48540000,97080000
2022-02-13,ĐH8613094,TS HN,NV162,P-040,KH-0632,7,145215000,48405000,96810000
2022-02-13,ĐH3763281,TS HN,NV056,P-139,KH-0220,7,20055000,6685000,13370000
2022-02-13,ĐH3809509,TS HN,NV185,P-062,KH-0569,5,4575000,1525000,3050000
2022-02-13,ĐH7583932,CN HCM,NV143,P-089,KH-0414,10,25500000,8500000,17000000
2022-02-13,ĐH5268080,CN HCM,NV240,P-459,KH-0735,7,886725000,295575000,591150000
2022-02-13,ĐH9023570,CN HCM,NV116,P-709,KH-0490,9,7965000,2655000,5310000
2022-02-13,ĐH3874098,TS HN,NV021,P-226,KH-0015,5,13050000,4350000,8700000
2022-02-13,ĐH7601242,TS HN,NV062,P-414,KH-0513,7,93240000,31080000,62160000
2022-02-13,ĐH7827249,CN HCM,NV077,P-349,KH-0293,7,173460000,57820000,115640000
2022-02-13,ĐH6587572,TS HN,NV208,P-042,KH-0407,7,29925000,9975000,19950000
2022-02-14,ĐH5145754,TS HN,NV046,P-427,KH-0779,9,960795000,320265000,640530000
2022-02-14,ĐH6811304,TS HN,NV164,P-258,KH-0202,5,10725000,3575000,7150000
2022-02-14,ĐH9435256,CN DN,NV006,P-176,KH-0286,6,87210000,29070000,58140000
2022-02-14,ĐH7838195,TS HN,NV111,P-119,KH-0304,5,305100000,101700000,203400000
2022-02-14,ĐH6036936,TS HN,NV050,P-084,KH-0768,9,314145000,104715000,209430000
2022-02-14,ĐH6350078,CN DN,NV152,P-167,KH-0075,7,110670000,36890000,73780000
2022-02-14,ĐH6059448,CN HCM,NV154,P-202,KH-0404,7,25725000,8575000,17150000
2022-02-14,ĐH8081122,CN DN,NV219,P-237,KH-0466,5,975000,325000,650000
2022-02-14,ĐH1657614,CN HCM,NV087,P-088,KH-0553,6,14580000,4860000,9720000
2022-02-14,ĐH6731999,TS HN,NV172,P-080,KH-0203,6,57600000,19200000,38400000
2022-02-14,ĐH4086127,TS HN,NV151,P-034,KH-0162,10,172350000,57450000,114900000
2022-02-14,ĐH5748811,CN DN,NV069,P-475,KH-0067,10,1500000,500000,1000000
2022-02-14,ĐH1417729,TS HN,NV210,P-052,KH-0682,6,1440000,480000,960000
2022-02-14,ĐH2173906,CN HCM,NV044,P-069,KH-0613,9,11745000,3915000,7830000
2022-02-14,ĐH5413654,CN HCM,NV240,P-314,KH-0387,5,14475000,4825000,9650000
2022-02-14,ĐH7898744,CN DN,NV032,P-690,KH-0028,4,48405000,16135000,32270000
2022-02-14,ĐH6731999,TS HN,NV172,P-007,KH-0203,1,57600000,19200000,38400000
2022-02-14,ĐH7898744,CN DN,NV032,P-007,KH-0028,4,48405000,16135000,32270000
2022-02-14,ĐH2137496,CN DN,NV190,P-065,KH-0766,7,56910000,18970000,37940000
2022-02-14,ĐH8385156,CN HCM,NV129,P-505,KH-0537,9,122310000,40770000,81540000
2022-02-14,ĐH8724224,TS HN,NV056,P-199,KH-0400,10,5100000,1700000,3400000
2022-02-14,ĐH3467685,TS HN,NV213,P-780,KH-0684,6,363420000,121140000,242280000
2022-02-14,ĐH6579382,TS HN,NV170,P-160,KH-0627,7,2881500000,960500000,1921000000
2022-02-14,ĐH6974099,TS HN,NV081,P-336,KH-0705,7,60795000,20265000,40530000
2022-02-14,ĐH6525708,CN DN,NV147,P-510,KH-0580,7,1890000,630000,1260000
2022-02-14,ĐH7341949,CN DN,NV136,P-771,KH-0697,7,840000,280000,560000
2022-02-14,ĐH9551326,CN DN,NV134,P-555,KH-0454,6,5940000,1980000,3960000
2022-02-14,ĐH9239939,CN HCM,NV141,P-039,KH-0637,6,55710000,18570000,37140000
2022-02-14,ĐH9074683,CN DN,NV073,P-412,KH-0335,9,397575000,132525000,265050000
2022-02-15,ĐH7096273,CN HCM,NV083,P-206,KH-0422,7,5460000,1820000,3640000
2022-02-15,ĐH6628908,CN DN,NV071,P-057,KH-0301,10,96450000,32150000,64300000
2022-02-15,ĐH6565495,TS HN,NV245,P-780,KH-0107,9,545130000,181710000,363420000
2022-02-15,ĐH3625585,TS HN,NV059,P-166,KH-0533,6,87210000,29070000,58140000
2022-02-15,ĐH9854306,TS HN,NV210,P-727,KH-0368,6,58140000,19380000,38760000
2022-02-15,ĐH7042988,CN HCM,NV117,P-024,KH-0342,9,74790000,24930000,49860000
2022-02-15,ĐH7502533,TS HN,NV013,P-734,KH-0394,5,68250000,22750000,45500000
2022-02-15,ĐH7596631,CN DN,NV076,P-418,KH-0280,7,10080000,3360000,6720000
2022-02-15,ĐH9569701,CN DN,NV233,P-780,KH-0537,6,363420000,121140000,242280000
2022-02-15,ĐH4210880,CN HCM,NV124,P-779,KH-0290,7,3675000,1225000,2450000
2022-02-15,ĐH2255991,CN HCM,NV056,P-216,KH-0570,7,8925000,2975000,5950000
2022-02-15,ĐH1612551,TS HN,NV177,P-128,KH-0688,6,23310000,7770000,15540000
2022-02-15,ĐH7109555,CN HCM,NV236,P-468,KH-0602,7,131040000,43680000,87360000
2022-02-15,ĐH9423149,CN DN,NV012,P-261,KH-0301,7,10395000,3465000,6930000
2022-02-15,ĐH2394332,TS HN,NV129,P-452,KH-0141,6,155250000,51750000,103500000
2022-02-15,ĐH7386255,CN HCM,NV010,P-099,KH-0632,7,101850000,33950000,67900000
2022-02-15,ĐH4221114,CN DN,NV196,P-669,KH-0248,6,19890000,6630000,13260000
2022-02-15,ĐH5476510,TS HN,NV120,P-070,KH-0238,10,49200000,16400000,32800000
2022-02-15,ĐH1036272,CN HCM,NV086,P-231,KH-0389,5,675000,225000,450000
2022-02-15,ĐH9063839,TS HN,NV004,P-678,KH-0154,8,2280000,760000,1520000
2022-02-15,ĐH6142638,CN HCM,NV173,P-250,KH-0346,5,231750000,77250000,154500000
2022-02-15,ĐH7924338,CN HCM,NV037,P-408,KH-0008,6,96030000,32010000,64020000
2022-02-15,ĐH6810344,CN DN,NV007,P-426,KH-0686,8,96600000,32200000,64400000
2022-02-15,ĐH1468823,CN DN,NV049,P-709,KH-0047,10,8850000,2950000,5900000
2022-02-15,ĐH6070250,TS HN,NV155,P-032,KH-0430,5,51480000,17160000,34320000
2022-02-15,ĐH8022264,TS HN,NV229,P-691,KH-0135,5,17250000,5750000,11500000
2022-02-15,ĐH9177552,CN DN,NV154,P-023,KH-0106,7,63105000,21035000,42070000
2022-02-16,ĐH5549239,TS HN,NV054,P-507,KH-0226,7,8295000,2765000,5530000
2022-02-16,ĐH4822617,TS HN,NV164,P-322,KH-0300,6,37260000,12420000,24840000
2022-02-16,ĐH1908567,TS HN,NV115,P-311,KH-0307,7,4305000,1435000,2870000
2022-02-16,ĐH4911974,CN DN,NV189,P-240,KH-0774,5,125550000,41850000,83700000
2022-02-16,ĐH5095163,CN HCM,NV059,P-724,KH-0150,7,4725000,1575000,3150000
2022-02-16,ĐH3292997,CN HCM,NV137,P-371,KH-0311,5,26100000,8700000,17400000
2022-02-16,ĐH4062821,CN HCM,NV085,P-416,KH-0412,9,1620000,540000,1080000
2022-02-16,ĐH8145158,TS HN,NV191,P-770,KH-0441,6,46530000,15510000,31020000
2022-02-16,ĐH7489630,TS HN,NV096,P-703,KH-0310,8,8160000,2720000,5440000
2022-02-16,ĐH5012546,TS HN,NV171,P-622,KH-0661,5,2550000,850000,1700000
2022-02-16,ĐH1528420,TS HN,NV074,P-057,KH-0321,5,48225000,16075000,32150000
2022-02-16,ĐH9129577,CN HCM,NV195,P-260,KH-0591,8,6000000,2000000,4000000
2022-02-16,ĐH4606003,TS HN,NV047,P-202,KH-0770,7,25725000,8575000,17150000
2022-02-16,ĐH8865883,CN HCM,NV047,P-653,KH-0444,10,31050000,10350000,20700000
2022-02-16,ĐH8566606,TS HN,NV004,P-630,KH-0674,7,13335000,4445000,8890000
2022-02-16,ĐH5220235,CN HCM,NV134,P-236,KH-0230,8,18000000,6000000,12000000
2022-02-16,ĐH5250557,TS HN,NV228,P-781,KH-0019,10,64200000,21400000,42800000
2022-02-16,ĐH9553529,TS HN,NV039,P-393,KH-0083,6,115650000,38550000,77100000
2022-02-16,ĐH3843434,TS HN,NV151,P-182,KH-0492,6,25830000,8610000,17220000
2022-02-16,ĐH9457565,CN HCM,NV066,P-511,KH-0199,8,960000,320000,640000
2022-02-16,ĐH5321412,TS HN,NV106,P-418,KH-0007,7,10080000,3360000,6720000
2022-02-16,ĐH9181766,TS HN,NV047,P-308,KH-0277,8,2400000,800000,1600000
2022-02-16,ĐH3143480,CN HCM,NV078,P-423,KH-0527,10,44400000,14800000,29600000
2022-02-16,ĐH9619362,CN HCM,NV007,P-568,KH-0438,7,427770000,142590000,285180000
2022-02-16,ĐH2354129,TS HN,NV195,P-549,KH-0625,7,49560000,16520000,33040000
2022-02-16,ĐH7804603,TS HN,NV043,P-556,KH-0358,7,51870000,17290000,34580000
2022-02-16,ĐH2876477,TS HN,NV056,P-642,KH-0774,7,2940000,980000,1960000
2022-02-17,ĐH8078571,CN HCM,NV085,P-016,KH-0012,8,56400000,18800000,37600000
2022-02-17,ĐH6933620,TS HN,NV036,P-302,KH-0100,6,143550000,47850000,95700000
2022-02-17,ĐH2013069,TS HN,NV208,P-442,KH-0505,7,13335000,4445000,8890000
2022-02-17,ĐH8271615,TS HN,NV165,P-341,KH-0472,7,174930000,58310000,116620000
2022-02-17,ĐH6317591,CN HCM,NV053,P-526,KH-0059,7,90825000,30275000,60550000
2022-02-17,ĐH8574002,CN DN,NV172,P-592,KH-0593,7,3780000,1260000,2520000
2022-02-17,ĐH6985452,CN HCM,NV187,P-084,KH-0123,5,174525000,58175000,116350000
2022-02-17,ĐH8961892,CN HCM,NV032,P-273,KH-0238,7,39060000,13020000,26040000
2022-02-17,ĐH8037873,CN HCM,NV036,P-625,KH-0167,6,34560000,11520000,23040000
2022-02-17,ĐH6333415,CN HCM,NV174,P-508,KH-0413,10,12150000,4050000,8100000
2022-02-17,ĐH1261548,TS HN,NV200,P-340,KH-0158,7,1785000,595000,1190000
2022-02-17,ĐH1257935,CN DN,NV178,P-613,KH-0312,5,13875000,4625000,9250000
2022-02-17,ĐH5887333,CN HCM,NV101,P-197,KH-0037,7,271950000,90650000,181300000
2022-02-17,ĐH5962331,CN DN,NV077,P-721,KH-0262,5,1575000,525000,1050000
2022-02-17,ĐH6656057,CN DN,NV205,P-681,KH-0551,7,11550000,3850000,7700000
